movieID,actorID,actorName,ranking
1348,alexander-granach,Alexander Granach,2
1348,gustav_von_wangenheim,Gustav von Wangenheim,3
1348,greta_schroder,Greta Schröder,4
1348,gh_schnell,Georg H. Schnell,5
1348,ruth_landshoff,Ruth Landshoff,6
1348,gustav_botz,Gustav Botz,7
1348,karl_etlinger,Karl Etlinger,8
1348,john_gottowt,John Gottowt,9
1348,wolfgang_heinz,Wolfgang Heinz,10
1350,gregory_peck,Gregory Peck,1
1350,lee_remick,Lee Remick,2
1350,1016342-david_warner,David Warner,3
1350,billie_whitelaw,Billie Whitelaw,4
1350,harvey_stephens,Harvey Stephens,5
1350,leo_mckern,Leo McKern,6
1350,patrick_troughton,Patrick Troughton,7
1350,martin_benson,Martin Benson,8
1350,anthony_nicholls,Anthony Nicholls,9
1350,holly_palance,Holly Palance,10
1351,harold_perrineau_jr,Harold Perrineau,1
1351,jack_nicholson,Jack Nicholson,2
1351,jennifer_lopez,Jennifer Lopez,3
1351,john_seitz,John Seitz,4
1351,judy_davis,Judy Davis,5
1351,michael_caine,Michael Caine,6
1351,mike_starr,Mike Starr,7
1351,robyn_peterson,Robyn Peterson,8
1351,stephen_dorff,Stephen Dorff,9
1352,matt_dillon,Matt Dillon,1
1352,faye_dunaway,Faye Dunaway,2
1352,gary_sinise,Gary Sinise,3
1352,william_fichtner,William Fichtner,4
1352,joe_mantegna,Joe Mantegna,5
1352,viggo_mortensen,Viggo Mortensen,6
1352,john_spencer,John Spencer,7
1352,skeet_ulrich,Skeet Ulrich,8
1352,willie_c_carpenter,Willie C. Carpenter,9
1352,frankie_faison,Frankie Faison,10
1353,barbra_streisand,Barbra Streisand,1
1353,jeff_bridges,Jeff Bridges,2
1353,lauren_bacall,Lauren Bacall,3
1353,pierce_brosnan,Pierce Brosnan,4
1353,mimi_rogers,Mimi Rogers,5
1353,elle_macpherson,Elle Macpherson,6
1353,1014038-george_segal,George Segal,7
1353,austin_pendleton,Austin Pendleton,8
1353,brenda_vaccaro,Brenda Vaccaro,9
1353,leslie_stefanson,Leslie Stefanson,10
1354,emily_watson,Emily Watson,1
1354,stellan_skarsgrd,Stellan Skarsgård,2
1354,katrin_cartlidge,Katrin Cartlidge,3
1354,jeanmarc_barr,Jean-Marc Barr,4
1354,adrian_rawlins,Adrian Rawlins,5
1354,sandra_voe,Sandra Voe,6
1354,mikal_gaup,Mikal Gaup,7
1354,udo_kier,Udo Kier,8
1354,phil_mccall,Phil McCall,9
1354,anthony_odonnell,Anthony O'Donnell,10
1356,patrick_stewart,Patrick Stewart,1
1356,jonathan_frakes,Jonathan Frakes,2
1356,brent_spiner,Brent Spiner,3
1356,levarburton,LeVar Burton,4
1356,michael_dorn,Michael Dorn,5
1356,gates_mcfadden,Gates McFadden,6
1356,marina_sirtis,Marina Sirtis,7
1356,alfre_woodard,Alfre Woodard,8
1356,james_cromwell,James Cromwell,9
1356,alice_krige,Alice Krige,10
1357,armin_muellerstahl,Armin Mueller-Stahl,1
1357,noah_taylor,Noah Taylor,2
1357,geoffrey_rush,Geoffrey Rush,3
1357,lynn_redgrave,Lynn Redgrave,4
1357,john_gielgud,John Gielgud,5
1357,googie_withers,Googie Withers,6
1357,nicholas-bell,Nicholas Bell,7
1357,randall_berger,Randall Berger,8
1357,robert_hands,Robert Hands,9
1357,chris_haywood,Chris Haywood,10
1358,billy_bob_thornton,Billy Bob Thornton,1
1358,dwight_yoakam,Dwight Yoakam,2
1358,jt_walsh,J.T. Walsh,3
1358,john_ritter,John Ritter,4
1358,lucas_black,Lucas Black,5
1358,natalie_canerday,Natalie Canerday,6
1358,james_hampton,James Hampton,7
1358,robert_duvall,Robert Duvall,8
1359,arnold_schwarzenegger,Arnold Schwarzenegger,1
1359,sinbad,Sinbad,2
1359,phil_hartman,Phil Hartman,3
1359,rita_wilson,Rita Wilson,4
1359,robert_conrad,Robert Conrad,5
1359,james_belushi,James Belushi,6
1359,martin_mull,Martin Mull,7
1359,1047474-jake_lloyd,Jake Lloyd,8
1359,harvey_korman,Harvey Korman,9
1359,david_nash,David Nash,10
1366,daniel_daylewis,Daniel Day-Lewis,1
1366,winona_ryder,Winona Ryder,2
1366,paul_scofield,Paul Scofield,3
1366,joan_allen,Joan Allen,4
1366,bruce_davison,Bruce Davison,5
1366,rob_campbell,Rob Campbell,6
1366,jeffrey_jones,Jeffrey Jones,7
1366,karron_graves,Karron Graves,8
1366,ken_cheeseman,Ken Cheeseman,9
1366,mara_clark,Mara Clark,10
1367,rod_taylor,Rod Taylor,1
1367,1011621-j_pat_omalley,J. Pat O'Malley,2
1367,1016976-ben_wright,Ben Wright,3
1367,cate-bauer,Cate Bauer,4
1367,lisa_davis,Lisa Davis,5
1367,tom_conway,Tom Conway,6
1367,george_pelling,George Pelling,7
1367,queenie-leonard,Queenie Leonard,8
1367,marjorie_bennett,Marjorie Bennett,9
1367,mickey_maga,Mickey Maga,10
1370,bruce_willis,Bruce Willis,1
1370,alan_rickman,Alan Rickman,2
1370,bonnie_bedelia,Bonnie Bedelia,3
1370,alexander_godunov,Alexander Godunov,4
1370,reginald_veljohnson,Reginald VelJohnson,5
1370,william_atherton,William Atherton,6
1370,paul_gleason,Paul Gleason,7
1370,devoreaux-white,De'voreaux White,8
1370,hart_bochner,Hart Bochner,9
1370,james_shigeta,James Shigeta,10
1371,william_shatner,William Shatner,1
1371,leonard_nimoy,Leonard Nimoy,2
1371,deforest_kelley,DeForest Kelley,3
1371,stephen_collins,Stephen Collins,4
1371,james_doohan,James Doohan,5
1371,george_takei,George Takei,6
1371,majel_barrett,Majel Barrett,7
1371,persis_khambatta,Persis Khambatta,8
1371,walter_koenig,Walter Koenig,9
1371,nichelle_nichols,Nichelle Nichols,10
1375,william_shatner,William Shatner,1
1375,leonard_nimoy,Leonard Nimoy,2
1375,deforest_kelley,DeForest Kelley,3
1375,george_takei,George Takei,4
1375,walter_koenig,Walter Koenig,5
1375,james_doohan,James Doohan,6
1375,nichelle_nichols,Nichelle Nichols,7
1375,mark_lenard,Mark Lenard,8
1375,merritt_butrick,Merritt Butrick,9
1375,judith_anderson,Judith Anderson,10
1377,michael_keaton,Michael Keaton,1
1377,danny_devito,Danny DeVito,2
1377,michelle_pfeiffer,Michelle Pfeiffer,3
1377,christopher_walken,Christopher Walken,4
1377,michael_gough,Michael Gough,5
1377,cristi_conaway,Cristi Conaway,6
1377,1011161-michael_murphy,Michael Murphy,7
1377,pat_hingle,Pat Hingle,8
1377,andrew_bryniarski,Andrew Bryniarski,9
1377,jan_hooks,Jan Hooks,10
1378,emilio_estevez,Emilio Estevez,1
1378,kiefer_sutherland,Kiefer Sutherland,2
1378,lou_diamond_phillips,Lou Diamond Phillips,3
1378,charlie_sheen,Charlie Sheen,4
1378,jack_palance,Jack Palance,5
1378,dermot_mulroney,Dermot Mulroney,6
1378,terence_stamp,Terence Stamp,7
1378,casey_siemaszko,Casey Siemaszko,8
1378,terry_oquinn,Terry O'Quinn,9
1378,sharon_thomas,Sharon Thomas,10
1380,john_travolta,John Travolta,1
1380,olivia_newtonjohn,Olivia Newton-John,2
1380,stockard_channing,Stockard Channing,3
1380,jeff_conaway,Jeff Conaway,4
1380,didi_conn,Didi Conn,5
1380,eve_arden,Eve Arden,6
1380,joan_blondell,Joan Blondell,7
1380,dinah_manoff,Dinah Manoff,8
1380,michael_tucci,Michael Tucci,9
1380,barry_pearl,Barry Pearl,10
1382,steven_seagal,Steven Seagal,1
1382,basil_wallace,Basil Wallace,2
1382,keith_david,Keith David,3
1382,1067005-tom_wright,Tom Wright,4
1382,joanna_pacula,Joanna Pacula,5
1382,elizabeth_gracen,Elizabeth Gracen,6
1382,bette_ford,Bette Ford,7
1382,1170066-kevin_dunn,Kevin Dunn,8
1382,arlen_dean_snyder,Arlen Dean Snyder,9
1382,danielle_harris,Danielle Harris,10
1383,christopher_lambert,Christopher Lambert,1
1383,natasha_henstridge,Natasha Henstridge,2
1383,norbert_weisser,Norbert Weisser,3
1383,elizabeth_barondes,Elizabeth Barondes,4
1383,xavier_de_clie,Xavier de Clie,5
1383,craig-davis,Craig Davis,6
1383,xavier_declie,Xavier Declie,7
1385,steven_seagal,Steven Seagal,1
1385,tommy_lee_jones,Tommy Lee Jones,2
1385,gary_busey,Gary Busey,3
1385,erika_eleniak,Erika Eleniak,4
1385,1011626-patrick_oneal,Patrick O'Neal,5
1385,nick_mancuso,Nick Mancuso,6
1385,andy_romano,Andy Romano,7
1385,leo_alexzander,Leo Alexzander,8
1385,gene_barge,Gene Barge,9
1385,bruce_bozzi,Bruce Bozzi,10
1387,roy_scheider,Roy Scheider,1
1387,robert_shaw,Robert Shaw,2
1387,narrated_by_richard_dreyfuss,Richard Dreyfuss,3
1387,lorraine_gary,Lorraine Gary,4
1387,murray_hamilton,Murray Hamilton,5
1387,carl_gottlieb,Carl Gottlieb,6
1387,jeffrey_kramer,Jeffrey Kramer,7
1387,susan_backlinie,Susan Backlinie,8
1387,jonathan_filley,Jonathan Filley,9
1387,ted_grossman,Ted Grossman,10
1388,roy_scheider,Roy Scheider,1
1388,robert_shaw,Robert Shaw,2
1388,narrated_by_richard_dreyfuss,Richard Dreyfuss,3
1388,lorraine_gary,Lorraine Gary,4
1388,murray_hamilton,Murray Hamilton,5
1388,carl_gottlieb,Carl Gottlieb,6
1388,jeffrey_kramer,Jeffrey Kramer,7
1388,susan_backlinie,Susan Backlinie,8
1388,jonathan_filley,Jonathan Filley,9
1388,ted_grossman,Ted Grossman,10
1390,jack_lemmon,Jack Lemmon,1
1390,james_garner,James Garner,2
1390,dan_aykroyd,Dan Aykroyd,3
1390,john_heard,John Heard,4
1390,everett_mcgill,Everett McGill,5
1390,sela_ward,Sela Ward,6
1390,wilford_brimley,Wilford Brimley,7
1390,bradley_whitford,Bradley Whitford,8
1390,marg_helgenberger,Marg Helgenberger,9
1390,lauren_bacall,Lauren Bacall,10
1391,jack_nicholson,Jack Nicholson,1
1391,glenn_close,Glenn Close,2
1391,annette_bening,Annette Bening,3
1391,pierce_brosnan,Pierce Brosnan,4
1391,danny_devito,Danny DeVito,5
1391,1166349-jim_brown,Jim Brown,6
1391,martin_short,Martin Short,7
1391,michael_j_fox,Michael J. Fox,8
1391,pam_grier,Pam Grier,9
1391,tom_jones_ii,Tom Jones,10
1393,tom_cruise,Tom Cruise,1
1393,cuba_gooding_jr,Cuba Gooding Jr.,2
1393,renee_zellweger,Renée Zellweger,3
1393,kelly_preston,Kelly Preston,4
1393,jay_mohr,Jay Mohr,5
1393,jerry_oconnell,Jerry O'Connell,6
1393,bonnie_hunt,Bonnie Hunt,7
1393,jonathan_lipnicki,Jonathan Lipnicki,8
1393,regina_king,Regina King,9
1393,beau_bridges,Beau Bridges,10
1395,alan-blumenfeld,Alan Blumenfeld,1
1395,barbara_hershey,Barbara Hershey,2
1395,brad_sullivan,Brad Sullivan,3
1395,bruno_kirby,Bruno Kirby,4
1395,danny_devito,Danny DeVito,5
1395,jt_walsh,J.T. Walsh,6
1395,jackie_gayle,Jackie Gayle,7
1395,john_mahoney,John Mahoney,8
1395,matt_craven,Matt Craven,9
1395,narrated_by_richard_dreyfuss,Richard Dreyfuss,10
1397,jennifer_jason_leigh,Jennifer Jason Leigh,1
1397,ron_eldard,Ron Eldard,2
1397,jena_malone,Jena Malone,3
1397,glenne_headly,Glenne Headly,4
1397,lyle_lovett,Lyle Lovett,5
1397,dermot_mulroney,Dermot Mulroney,6
1397,laura_dern,Laura Dern,7
1397,christina_ricci,Christina Ricci,8
1397,michael_rooker,Michael Rooker,9
1397,diana_scarwid,Diana Scarwid,10
1401,alec_baldwin,Alec Baldwin,1
1401,whoopi_goldberg,Whoopi Goldberg,2
1401,james_woods,James Woods,3
1401,william_h_macy,William H. Macy,4
1401,craig_t_nelson,Craig T. Nelson,5
1401,bill_cobbs,Bill Cobbs,6
1401,susanna_thompson,Susanna Thompson,7
1401,lucas_black,Lucas Black,8
1401,yolanda_king,Yolanda King,9
1401,virginia_madsen,Virginia Madsen,10
1407,neve_campbell,Neve Campbell,1
1407,liev_schreiber,Liev Schreiber,2
1407,courteney_cox,Courteney Cox,3
1407,david_arquette,David Arquette,4
1407,skeet_ulrich,Skeet Ulrich,5
1407,rose_mcgowan,Rose McGowan,6
1407,jamie_kennedy,Jamie Kennedy,7
1407,matthew_lillard,Matthew Lillard,8
1407,drew_barrymore,Drew Barrymore,9
1407,henry_winkler,Henry Winkler,10
1410,shirley_maclaine,Shirley MacLaine,1
1410,bill_paxton,Bill Paxton,2
1410,juliette_lewis,Juliette Lewis,3
1410,miranda_richardson,Miranda Richardson,4
1410,1007769-ben_johnson,Ben Johnson,5
1410,george_newbern,George Newbern,6
1410,marion_ross,Marion Ross,7
1410,mackenzie_astin,Mackenzie Astin,8
1410,jack_nicholson,Jack Nicholson,9
1410,donald_moffat,Donald Moffat,10
1412,helen_mirren,Helen Mirren,1
1412,fionnula_flanagan,Fionnula Flanagan,2
1412,aidan_gillen,Aidan Gillen,3
1412,davidpatrickohara,David O'Hara,4
1412,1009556-john_lynch,John Lynch,5
1412,tim_woodward,Tim Woodward,6
1412,ciaran_hinds,Ciarán Hinds,7
1412,gerard_mcsorley,Gerard McSorley,8
1412,geraldine_orawe,Geraldine O'Rawe,9
1412,1052343-robert_taylor,Robert Taylor,10
1413,vincent_donofrio,Vincent D'Onofrio,1
1413,renee_zellweger,Renée Zellweger,2
1413,ann_wedgeworth,Ann Wedgeworth,3
1413,harve_presnell,Harve Presnell,4
1413,benjamin-mouton,Benjamin Mouton,5
1413,helen_cates,Helen Cates,6
1413,chris-shearer,Chris Shearer,7
1413,leslie_berger,Leslie Berger,8
1413,libby_villari,Libby Villari,9
1413,marion_eaton,Marion Eaton,10
1414,anne-reid,Anne Reid,1
1414,daniel_craig,Daniel Craig,2
1414,steven_mackintosh,Steven Mackintosh,3
1414,cathryn_bradshaw,Cathryn Bradshaw,4
1414,oliver_ford_davies,Oliver Ford Davies,5
1414,anna_wilsonjones,Anna Wilson-Jones,6
1414,peter_vaughan,Peter Vaughan,7
1414,harry_michell,Harry Michell,8
1414,rosie_michell,Rosie Michell,9
1414,danira_govich,Danira Govich,10
1415,daniel_auteuil,Daniel Auteuil,1
1415,catherine_deneuve,Catherine Deneuve,2
1415,laurence_cote,Laurence Côte,3
1415,benoit_magimel,Benoît Magimel,4
1415,fabienne-babe,Fabienne Babe,5
1415,julien_riviere,Julien Riviere,6
1415,didier_bezace,Didier Bezace,7
1415,ivan_desny,Ivan Desny,8
1417,nicole_kidman,Nicole Kidman,1
1417,john_malkovich,John Malkovich,2
1417,barbara_hershey,Barbara Hershey,3
1417,marylouise_parker,Mary-Louise Parker,4
1417,1088175-martin_donovan,Martin Donovan,5
1417,shelley_winters,Shelley Winters,6
1417,richard_e_grant,Richard E. Grant,7
1417,shelley_duvall,Shelley Duvall,8
1417,christian_bale,Christian Bale,9
1417,viggo_mortensen,Viggo Mortensen,10
1422,wesley_snipes,Wesley Snipes,1
1422,1144556-diane_lane,Diane Lane,2
1422,daniel_benzali,Daniel Benzali,3
1422,dennis_miller,Dennis Miller,4
1422,alan_alda,Alan Alda,5
1422,ronny_cox,Ronny Cox,6
1422,diane_baker,Diane Baker,7
1422,tate_donovan,Tate Donovan,8
1422,mary_tyler_moore,Mary Tyler Moore,9
1422,harris_yulin,Harris Yulin,10
1425,john_cleese,John Cleese,1
1425,jamie_lee_curtis,Jamie Lee Curtis,2
1425,kevin_kline,Kevin Kline,3
1425,michael_palin,Michael Palin,4
1425,robert_lindsay,Robert Lindsay,5
1425,maria_aitken,Maria Aitken,6
1425,john_bardon,John Bardon,7
1425,ronnie_corbett,Ronnie Corbett,8
1425,peter_anthony_elliott,Peter Anthony Elliott,9
1425,tom_georgeson,Tom Georgeson,10
1429,jackie_chan,Jackie Chan,1
1429,jackson_lou,Jackson Lou,2
1429,annie_wu,Annie Wu,3
1429,bill_tung,Bill Tung,4
1429,yuri_petrov,Yuri Petrov,5
1429,terry_woo,Terry Woo,6
1429,john_eaves,John Eaves,7
1429,jackson_liu,Jackson Liu,8
1429,nonna_grishayeva,Nonna Grishayeva,9
1429,kristopher_kazmarek,Kristopher Kazmarek,10
1431,chris_farley,Chris Farley,1
1431,nicolette_sheridan,Nicollette Sheridan,2
1431,robin_shou,Robin Shou,3
1431,nathaniel_parker,Nathaniel Parker,4
1431,chris_rock,Chris Rock,5
1431,soonteck_oh,Soon-Teck Oh,6
1431,francois-chau,François Chau,7
1431,billy_connolly,Billy Connolly,8
1431,keith_cooke_hirabayashi,Keith Cooke Hirabayashi,9
1431,will_sasso,Will Sasso,10
1434,liv_tyler,Liv Tyler,1
1434,scott_speedman,Scott Speedman,2
1434,1181987-gemma_ward,Gemma Ward,3
1434,kip-weeks,Kip Weeks,4
1434,laura_margolis,Laura Margolis,5
1434,glenn_howerton,Glenn Howerton,6
1434,alex_fisher,Alex Fisher,7
1434,peter_clayton_luce,Peter Clayton-Luce,8
1438,pierce_brosnan,Pierce Brosnan,1
1438,linda_hamilton,Linda Hamilton,2
1438,charles_hallahan,Charles Hallahan,3
1438,grant_heslov,Grant Heslov,4
1438,elizabeth_hoffman,Elizabeth Hoffman,5
1438,jamie_renee_smith,Jamie Renee Smith,6
1438,arabella-field,Arabella Field,7
1438,brian-reddy,Brian Reddy,8
1438,james_fox,James Fox,9
1438,jeremy_foley,Jeremy Foley,10
1440,nicolas_cage,Nicolas Cage,1
1440,samuel_l_jackson,Samuel L. Jackson,2
1440,dabney_coleman,Dabney Coleman,3
1440,michael_lerner,Michael Lerner,4
1440,margaret_colin,Margaret Colin,5
1440,brad_dourif,Brad Dourif,6
1440,giancarlo_esposito,Giancarlo Esposito,7
1440,bob_balaban,Bob Balaban,8
1440,im_dobson,I.M. Hobson,9
1440,chelcie_ross,Chelcie Ross,10
1441,johnny_depp,Johnny Depp,1
1441,mary_stuart_masterson,Mary Stuart Masterson,2
1441,aidan_quinn,Aidan Quinn,3
1441,julianne_moore,Julianne Moore,4
1441,oliver_platt,Oliver Platt,5
1441,cch_pounder,CCH Pounder,6
1441,dan_hedaya,Dan Hedaya,7
1441,joe_grifasi,Joe Grifasi,8
1441,william_h_macy,William H. Macy,9
1441,eileen-ryan,Eileen Ryan,10
1447,tim_roth,Tim Roth,1
1447,tupac_shakur,Tupac Shakur,2
1447,thandie_newton,Thandie Newton,3
1447,charles_fleischer,Charles Fleischer,4
1447,howard_hesseman,Howard Hesseman,5
1447,james_pickens_jr,James Pickens Jr.,6
1447,ron_cummins,Ron Cummins,7
1447,vondie_curtishall,Vondie Curtis-Hall,8
1447,kasi_lemmons,Kasi Lemmons,9
1447,william_long_jr,William Long Jr.,10
1449,christopher_guest,Christopher Guest,1
1449,eugene_levy,Eugene Levy,2
1449,fred_willard,Fred Willard,3
1449,catherine_ohara,Catherine O'Hara,4
1449,bob_balaban,Bob Balaban,5
1449,parker_posey,Parker Posey,6
1449,lewis_arquette,Lewis Arquette,7
1449,paul_benedict,Paul Benedict,8
1449,1053644-david_cross,David Cross,9
1449,paul_dooley,Paul Dooley,10
1453,fran_drescher,Fran Drescher,1
1453,timothy_dalton,Timothy Dalton,2
1453,ian_mcneice,Ian McNeice,3
1453,patrick_malahide,Patrick Malahide,4
1453,lisa_jakub,Lisa Jakub,5
1453,michael_lerner,Michael Lerner,6
1453,phyllis_newman,Phyllis Newman,7
1453,adam_lavorgna,Adam LaVorgna,8
1453,heather_deloach,Heather DeLoach,9
1453,tamara_mello,Tamara Mello,10
1454,jayce_bartok,Jayce Bartok,1
1454,amie_carey,Amie Carey,2
1454,nicky-katt,Nicky Katt,3
1454,ajay_naidu,Ajay Naidu,4
1454,parker_posey,Parker Posey,5
1454,giovanni_ribisi,Giovanni Ribisi,6
1454,samia-shoaib,Samia Shoaib,7
1454,steve_zahn,Steve Zahn,8
1454,dina-spybey,Dina Spybey,9
1455,simon-bossell,Simon Bossell,1
1455,aden_young,Aden Young,2
1455,saffron_burrows,Saffron Burrows,3
1455,pippa-grandison,Pippa Grandison,4
1455,ray_barrett,Ray Barrett,5
1455,peter_obrien,Peter O'Brien,6
1455,julia_blake,Julia Blake,7
1455,andrew_bibby,Andrew Bibby,8
1455,caleb_cluff,Caleb Cluff,9
1455,raelee_hill,Raelee Hill,10
1456,john_leguizamo,John Leguizamo,1
1456,jeffrey_jones,Jeffrey Jones,2
1456,edoardo_ballerini,Edoardo Ballerini,3
1456,freddy_rodriguez,Freddy Rodriguez,4
1456,tammy_townsend,Tammy Townsend,5
1456,aries_spears,Aries Spears,6
1456,charles_hallahan,Charles Hallahan,7
1456,tom_mccleister,Tom McCleister,8
1456,joe_morton,Joe Morton,9
1456,pat_skipper,Pat Skipper,10
1457,matthew_perry,Matthew Perry,1
1457,salma_hayek,Salma Hayek,2
1457,jon_tenney,Jon Tenney,3
1457,carlos_gomez,Carlos Gomez,4
1457,siobhan_fallon,Siobhan Fallon,5
1457,jill_clayburgh,Jill Clayburgh,6
1457,tomas_milian,Tomas Milian,7
1457,anne-betancourt,Anne Betancourt,8
1457,stanley_de_santis,Stanley de Santis,9
1457,john_bennett_perry,John Bennett Perry,10
1459,clint_eastwood,Clint Eastwood,1
1459,gene_hackman,Gene Hackman,2
1459,ed_harris,Ed Harris,3
1459,laura_linney,Laura Linney,4
1459,judy_davis,Judy Davis,5
1459,scott_glenn,Scott Glenn,6
1459,dennis_haysbert,Dennis Haysbert,7
1459,melora_hardin,Melora Hardin,8
1459,alison_eastwood,Alison Eastwood,9
1459,robert_harvey,Robert Harvey,10
1460,christina_ricci,Christina Ricci,1
1460,doug_e_doug,Doug E. Doug,2
1460,dean_jones,Dean Jones,3
1460,george_dzundza,George Dzundza,4
1460,dyan_cannon,Dyan Cannon,5
1460,1001740-peter_boyle,Peter Boyle,6
1460,michael_mckean,Michael McKean,7
1460,bess_armstrong,Bess Armstrong,8
1460,megan_cavanagh,Megan Cavanagh,9
1460,brian_haley,Brian Haley,10
1461,chevy_chase,Chevy Chase,1
1461,1003643-beverly_dangelo,Beverly D'Angelo,2
1461,randy_quaid,Randy Quaid,3
1461,wayne_newton,Wayne Newton,4
1461,ethan-embry,Ethan Embry,5
1461,marisol_nichols,Marisol Nichols,6
1461,miriam_flynn,Miriam Flynn,7
1461,shae_dlyn,Shae D'Lyn,8
1461,wallace_shawn,Wallace Shawn,9
1461,christie_brinkley,Christie Brinkley,10
1464,bill_pullman,Bill Pullman,1
1464,patricia_arquette,Patricia Arquette,2
1464,balthazar_getty,Balthazar Getty,3
1464,robert_blake,Robert Blake,4
1464,robert_loggia,Robert Loggia,5
1464,natasha_gregson_wagner,Natasha Gregson Wagner,6
1464,richard_pryor,Richard Pryor,7
1464,gary_busey,Gary Busey,8
1464,scott_coffey,Scott Coffey,9
1464,lou_eppolito,Lou Eppolito,10
1465,jon_voight,Jon Voight,1
1465,ving_rhames,Ving Rhames,2
1465,don_cheadle,Don Cheadle,3
1465,bruce_mcgill,Bruce McGill,4
1465,loren_dean,Loren Dean,5
1465,esther_rolle,Esther Rolle,6
1465,michael_rooker,Michael Rooker,7
1465,catherine_kellner,Catherine Kellner,8
1465,elise_neal,Elise Neal,9
1465,paul_benjamin,Paul Benjamin,10
1466,johnny_depp,Johnny Depp,1
1466,al_pacino,Al Pacino,2
1466,michael_madsen,Michael Madsen,3
1466,bruno_kirby,Bruno Kirby,4
1466,james_russo,James Russo,5
1466,anne_heche,Anne Heche,6
1466,1057995-gerry_becker,Gerry Becker,7
1466,paul_giamatti,Paul Giamatti,8
1466,zach_grenier,Zach Grenier,9
1466,zeljko_ivanek,Zeljko Ivanek,10
1468,jamie_foxx,Jamie Foxx,1
1468,tommy_davidson,Tommy Davidson,2
1468,vivica_a_fox,Vivica A. Fox,3
1468,tamala_jones,Tamala Jones,4
1468,art_malik,Art Malik,5
1468,scott_larose,Scott LaRose,6
1468,david_hemblen,David Hemblen,7
1468,bernie_mac,Bernie Mac,8
1468,gedde_watanabe,Gedde Watanabe,9
1468,ric_young,Ric Young,10
1475,indira_varma,Indira Varma,1
1475,sarita_choudhury,Sarita Choudhury,2
1475,ramon-tikaram,Ramon Tikaram,3
1475,naveen_andrews,Naveen Andrews,4
1475,rekha,Rekha,5
1475,ranjit_chowdhry,Ranjit Chowdhry,6
1475,arundhati_rao,Arundhati Rao,7
1475,khalid_tyabji,Khalid Tyabji,8
1477,larenz_tate,Larenz Tate,1
1477,nia_long,Nia Long,2
1477,isaiah_washington,Isaiah Washington,3
1477,lisa_nicole_carson,Lisa Nicole Carson,4
1477,bernadette_l_clarke,Bernadette L. Clarke,5
1477,khalil_kain,Khalil Kain,6
1477,leonard_roberts,Leonard Roberts,7
1477,bill_bellamy,Bill Bellamy,8
1484,hope_davis,Hope Davis,1
1484,pat_mcnamara,Pat McNamara,2
1484,anne_meara,Anne Meara,3
1484,parker_posey,Parker Posey,4
1484,liev_schreiber,Liev Schreiber,5
1484,stanley_tucci,Stanley Tucci,6
1484,marcia_gay_harden,Marcia Gay Harden,7
1484,campbell_scott,Campbell Scott,8
1484,adam_davidson,Adam Davidson,9
1484,leonard_maltin,Leonard Maltin,10
1485,jim_carrey,Jim Carrey,1
1485,maura_tierney,Maura Tierney,2
1485,jennifer_tilly,Jennifer Tilly,3
1485,swoosie_kurtz,Swoosie Kurtz,4
1485,amanda_donohoe,Amanda Donohoe,5
1485,jason_bernard,Jason Bernard,6
1485,anne_haney,Anne Haney,7
1485,justin_cooper,Justin Cooper,8
1485,randall_tex_cobb,"Randall ""Tex"" Cobb",9
1485,cary_elwes,Cary Elwes,10
1490,halle_berry,Halle Berry,1
1490,martin_landau,Martin Landau,2
1490,ian_richardson,Ian Richardson,3
1490,natalie_desselle,Natalie Desselle,4
1490,troy_beyer,Troy Beyer,5
1490,luigi_amodeo,Luigi Amodeo,6
1490,ll_cool_j,LL Cool J,7
1490,heavy_d,Heavy D,8
1490,darrow_igus,Darrow Igus,9
1490,1026174-leon,Leon,10
1493,matt-day,Matt Day,1
1493,matthew_dyktynski,Matthew Dyktynski,2
1493,alice_garner,Alice Garner,3
1493,frances_oconnor,Frances O'Connor,4
1493,radha_mitchell,Radha Mitchell,5
1493,suzi_dougherty,Suzi Dougherty,6
1493,kim_gyngell,Kim Gyngell,7
1493,paul_harris,Paul Harris,8
1493,matthew_dyktnski,Matthew Dyktnski,9
1496,greta_garbo,Greta Garbo,1
1496,fredric_march,Fredric March,2
1496,freddie_bartholomew,Freddie Bartholomew,3
1496,basil_rathbone,Basil Rathbone,4
1496,1011661-maureen_osullivan,Maureen O'Sullivan,5
1496,may_robson,May Robson,6
1496,reginald_owen,Reginald Owen,7
1496,reginald_denny,Reginald Denny,8
1496,phoebe_foster,Phoebe Foster,9
1496,gyles_isham,Gyles Isham,10
1498,joaquin_phoenix,Joaquin Phoenix,1
1498,billy_crudup,Billy Crudup,2
1498,liv_tyler,Liv Tyler,3
1498,will_patton,Will Patton,4
1498,kathy_baker,Kathy Baker,5
1498,jennifer_connelly,Jennifer Connelly,6
1498,joanna_going,Joanna Going,7
1498,barbara_williams,Barbara Williams,8
1501,eric_stoltz,Eric Stoltz,1
1501,cameron_diaz,Cameron Diaz,2
1501,james_spader,James Spader,3
1501,joanna_going,Joanna Going,4
1501,randy_graff,Randy Graff,5
1501,michael_rooker,Michael Rooker,6
1501,mary_tyler_moore,Mary Tyler Moore,7
1501,james_coburn,James Coburn,8
1501,deborah_kara_unger,Deborah Kara Unger,9
1501,peter_strauss,Peter Strauss,10
1503,joe_pesci,Joe Pesci,1
1503,andy_comeau,Andy Comeau,2
1503,kristy_swanson,Kristy Swanson,3
1503,todd_louiso,Todd Louiso,4
1503,david_spade,David Spade,5
1503,george_hamilton,George Hamilton,6
